parent_label,label,video_path,include_50
Adjectives,82. narrow,Adjectives/82. narrow/MVI_5121.MOV,False
Places,26. University,Places/26. University/MVI_3301.MOV,False
Adjectives,4. sad,Adjectives/4. sad/MVI_9721.MOV,False
Society,9. Technology,Society/9. Technology/MVI_4285.MOV,False
Adjectives,31. strong,Adjectives/31. strong/MVI_9693.MOV,False
Jobs,90. Secretary,Jobs/90. Secretary/MVI_4485.MOV,False
People,59. Daughter,People/59. Daughter/MVI_4936.MOV,False
Society,4. Money,Society/4. Money/MVI_4264.MOV,False
Greetings,48. Hello,Greetings/48. Hello/MVI_0038.MOV,False
Colours,49. Blue,Colours/49. Blue/MVI_4904.MOV,False
Places,20. Street or Road,Places/20. Street or Road/MVI_3598.MOV,False
Home,41. Letter,Home/41. Letter/MVI_4930.MOV,False
Colours,52. Pink,Colours/52. Pink/MVI_3881.MOV,False
Society,13. Attack,Society/13. Attack/MVI_4301.MOV,False
People,78. Girl,People/78. Girl/MVI_4243.MOV,False
Means_of_Transportation,17. Transportation,Means_of_Transportation/17. Transportation/MVI_3167.MOV,False
Electronics,57. Screen,Electronics/57. Screen/MVI_4978.MOV,False
Clothes,46. Clothing,Clothes/46. Clothing/MVI_5034.MOV,False
Home,28. Window,Home/28. Window/MVI_9015.MP4,False
Society,10. Energy,Society/10. Energy/MVI_4290.MOV,False
Greetings,53. Good evening,Greetings/53. Good evening/MVI_9940.MOV,False
Electronics,59. Television,Electronics/59. Television/MVI_5414.MOV,False
Means_of_Transportation,15. Boat,Means_of_Transportation/15. Boat/MVI_3223.MOV,False
Adjectives,80. tall,Adjectives/80. tall/MVI_9225.MOV,False
Adjectives,33. dead,Adjectives/33. dead/MVI_9700.MOV,False
Electronics,55. Computer,Electronics/55. Computer/MVI_4972.MOV,False
Places,21. Train Station,Places/21. Train Station/MVI_3525.MOV,False
Seasons,Ex. Monsoon,Seasons/Ex. Monsoon/MVI_5531.MOV,False
Places,23. Court,Places/23. Court/MVI_3366.MOV,False
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_4177.MOV,False
Adjectives,17. flat,Adjectives/17. flat/MVI_9623.MOV,False
Home,50. Tool,Home/50. Tool/MVI_4454.MOV,False
Colours,54. Black,Colours/54. Black/MVI_3740.MOV,False
Clothes,40. Skirt,Clothes/40. Skirt/MVI_5163.MOV,False
Animals,4. Bird,Animals/4. Bird/MVI_2987.MOV,False
People,80. Adult,People/80. Adult/MVI_5296.MOV,False
Adjectives,8. Blind,Adjectives/8. Blind/MVI_9587.MOV,False
Places,25. Office,Places/25. Office/MVI_3540.MOV,False
Society,3. Medicine,Society/3. Medicine/MVI_4804.MOV,False
Places,18. City,Places/18. City/MVI_3263.MOV,False
Clothes,45. Pocket,Clothes/45. Pocket/MVI_5033.MOV,False
Adjectives,96. wet,Adjectives/96. wet/MVI_9436.MOV,False
Greetings,52. Good afternoon,Greetings/52. Good afternoon/MVI_0050.MOV,False
Days_and_Time,80. Minute,Days_and_Time/80. Minute/MVI_5055.MOV,False
Places,19. House,Places/19. House/MVI_3516.MOV,False
Greetings,54. Good night,Greetings/54. Good night/MVI_0109.MOV,False
Clothes,41. Shirt,Clothes/41. Shirt/MVI_8605.MP4,False
Adjectives,94. good,Adjectives/94. good/MVI_5158.MOV,False
People,58. Son,People/58. Son/MVI_5071.MOV,False
Clothes,41. Shirt,Clothes/41. Shirt/MVI_4000.MOV,False
Home,25. Chair,Home/25. Chair/MVI_8757.MP4,False
People,68. Family,People/68. Family/MVI_4082.MOV,False
Greetings,52. Good afternoon,Greetings/52. Good afternoon/MVI_0102.MOV,False
Adjectives,93. young,Adjectives/93. young/MVI_9508.MOV,False
Clothes,44. Shoes,Clothes/44. Shoes/MVI_4204.MOV,False
Clothes,39. Suit,Clothes/39. Suit/MVI_4872.MOV,False
Adjectives,8. Blind,Adjectives/8. Blind/MVI_9852.MOV,False
Adjectives,86. fast,Adjectives/86. fast/MVI_9407.MOV,False
Means_of_Transportation,15. Boat,Means_of_Transportation/15. Boat/MVI_3158.MOV,False
People,82. Player,People/82. Player/MVI_5149.MOV,False
People,74. Queen,People/74. Queen/MVI_8641.MP4,False
Adjectives,1. loud,Adjectives/1. loud/MVI_9368.MOV,False
Home,35. Photograph,Home/35. Photograph/MVI_9035.MP4,False
Home,42. Paper,Home/42. Paper/MVI_4421.MOV,False
Adjectives,16. cheap,Adjectives/16. cheap/MVI_9750.MOV,False
Days_and_Time,82. Morning,Days_and_Time/82. Morning/MVI_5509.MOV,False
Society,21. Sign,Society/21. Sign/MVI_4861.MOV,False
Animals,1. Dog,Animals/1. Dog/MVI_2979.MOV,False
Home,27. Dream,Home/27. Dream/MVI_8762.MP4,False
Colours,51. Brown,Colours/51. Brown/MVI_8616.MP4,False
People,66. Brother,People/66. Brother/MVI_4230.MOV,False
Jobs,97. Reporter,Jobs/97. Reporter/MVI_4513.MOV,False
Clothes,38. Dress,Clothes/38. Dress/MVI_3840.MOV,False
Adjectives,91. new,Adjectives/91. new/MVI_5309.MOV,False
Days_and_Time,82. Morning,Days_and_Time/82. Morning/MVI_5062.MOV,False
Colours,57. Colour,Colours/57. Colour/MVI_3897.MOV,False
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0044.MOV,False
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3310.MOV,False
Adjectives,13. thick,Adjectives/13. thick/MVI_9744.MOV,False
Days_and_Time,76. Week,Days_and_Time/76. Week/MVI_9170.MP4,False
Adjectives,82. narrow,Adjectives/82. narrow/MVI_9472.MOV,False
Society,5. Bill,Society/5. Bill/MVI_8673.MP4,False
Adjectives,3. happy,Adjectives/3. happy/MVI_5183.MOV,False
Greetings,56. Pleased,Greetings/56. Pleased/MVI_0011.MOV,False
Pronouns,47. they,Pronouns/47. they/MVI_9912.MOV,False
Adjectives,86. fast,Adjectives/86. fast/MVI_9246.MOV,False
People,59. Daughter,People/59. Daughter/MVI_4056.MOV,False
Days_and_Time,73. Today,Days_and_Time/73. Today/MVI_9161.MP4,False
Days_and_Time,85. Night,Days_and_Time/85. Night/MVI_5523.MOV,False
People,83. Crowd,People/83. Crowd/MVI_5003.MOV,False
Adjectives,6. Ugly,Adjectives/6. Ugly/MVI_9578.MOV,False
People,83. Crowd,People/83. Crowd/MVI_4248.MOV,False
Adjectives,86. fast,Adjectives/86. fast/MVI_5292.MOV,False
Adjectives,83. big large,Adjectives/83. big large/MVI_9234.MOV,False
People,66. Brother,People/66. Brother/MVI_3780.MOV,False
Adjectives,28. shallow,Adjectives/28. shallow/MVI_9676.MOV,False
Jobs,99. Job,Jobs/99. Job/MVI_8925.MP4,False
Society,21. Sign,Society/21. Sign/MVI_8990.MP4,False
People,76. Neighbour,People/76. Neighbour/MVI_3960.MOV,False
Adjectives,35. heavy,Adjectives/35. heavy/MVI_9834.MOV,False
Adjectives,5. Beautiful,Adjectives/5. Beautiful/MVI_9725.MOV,False
People,69. Grandfather,People/69. Grandfather/MVI_3790.MOV,False
Seasons,64. Fall,Seasons/64. Fall/MVI_5433.MOV,False
Society,18. Exercise,Society/18. Exercise/MVI_4851.MOV,False
Colours,49. Blue,Colours/49. Blue/MVI_5191.MOV,False
People,63. Baby,People/63. Baby/MVI_4948.MOV,False
Places,36. Location,Places/36. Location/MVI_3425.MOV,False
Adjectives,8. Blind,Adjectives/8. Blind/MVI_9855.MOV,False
Colours,48. Green,Colours/48. Green/MVI_5041.MOV,False
Jobs,89. Waiter,Jobs/89. Waiter/MVI_8881.MP4,False
Places,24. School,Places/24. School/MVI_3371.MOV,False
Adjectives,25. soft,Adjectives/25. soft/MVI_9665.MOV,False
Places,29. Library,Places/29. Library/MVI_3557.MOV,False
Society,1. Religion,Society/1. Religion/MVI_8660.MP4,False
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3634.MOV,False
Seasons,61. Summer,Seasons/61. Summer/MVI_9124.MP4,False
Jobs,89. Waiter,Jobs/89. Waiter/MVI_4479.MOV,False
People,78. Girl,People/78. Girl/MVI_3817.MOV,False
Days_and_Time,73. Today,Days_and_Time/73. Today/MVI_5473.MOV,False
Seasons,Ex. Monsoon,Seasons/Ex. Monsoon/MVI_9207.MP4,False
Jobs,97. Reporter,Jobs/97. Reporter/MVI_8919.MP4,False
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3134.MOV,False
Home,43. Lock,Home/43. Lock/MVI_9060.MP4,False
Means_of_Transportation,15. Boat,Means_of_Transportation/15. Boat/MVI_3190.MOV,False
Clothes,40. Skirt,Clothes/40. Skirt/MVI_3846.MOV,False
Colours,54. Black,Colours/54. Black/MVI_3742.MOV,False
Clothes,39. Suit,Clothes/39. Suit/MVI_3842.MOV,False
Greetings,48. Hello,Greetings/48. Hello/MVI_9982.MOV,False
Society,12. Peace,Society/12. Peace/MVI_4834.MOV,False
People,65. Woman,People/65. Woman/MVI_5241.MOV,False
Greetings,49. How are you,Greetings/49. How are you/MVI_9918.MOV,False
People,77. Boy,People/77. Boy/MVI_5286.MOV,False
Adjectives,21. tight,Adjectives/21. tight/MVI_9649.MOV,False
Animals,3. Fish,Animals/3. Fish/MVI_3009.MOV,False
Adjectives,97. dry,Adjectives/97. dry/MVI_9279.MOV,False
People,74. Queen,People/74. Queen/MVI_5124.MOV,False
Jobs,84. Teacher,Jobs/84. Teacher/MVI_4744.MOV,False
Jobs,87. Doctor,Jobs/87. Doctor/MVI_4473.MOV,False
Days_and_Time,81. Second,Days_and_Time/81. Second/MVI_9210.MP4,False
Jobs,84. Teacher,Jobs/84. Teacher/MVI_4459.MOV,False
Adjectives,78. long,Adjectives/78. long/MVI_5266.MOV,False
Home,47. Gift,Home/47. Gift/MVI_4947.MOV,False
Seasons,63. Winter,Seasons/63. Winter/MVI_4574.MOV,False
Greetings,48. Hello,Greetings/48. Hello/MVI_0031.MOV,False
Adjectives,95. bad,Adjectives/95. bad/MVI_5241.MOV,False
Adjectives,3. happy,Adjectives/3. happy/MVI_9296.MOV,False
Adjectives,95. bad,Adjectives/95. bad/MVI_5242.MOV,False
Means_of_Transportation,13. Bicycle,Means_of_Transportation/13. Bicycle/MVI_3151.MOV,False
Greetings,54. Good night,Greetings/54. Good night/MVI_0057.MOV,False
People,75. President,People/75. President/MVI_5127.MOV,False
Animals,3. Fish,Animals/3. Fish/MVI_2986.MOV,False
Electronics,59. Television,Electronics/59. Television/MVI_4560.MOV,False
Places,36. Location,Places/36. Location/MVI_3426.MOV,False
Animals,3. Fish,Animals/3. Fish/MVI_3091.MOV,False
Clothes,46. Clothing,Clothes/46. Clothing/MVI_4015.MOV,False
Places,27. Park,Places/27. Park/MVI_3627.MOV,False
People,75. President,People/75. President/MVI_5274.MOV,False
Colours,57. Colour,Colours/57. Colour/MVI_8622.MP4,False
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9537.MOV,False
Adjectives,82. narrow,Adjectives/82. narrow/MVI_5120.MOV,False
Days_and_Time,67. Monday,Days_and_Time/67. Monday/MVI_5447.MOV,False
Adjectives,32. weak,Adjectives/32. weak/MVI_9694.MOV,False
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9293.MOV,False
Places,36. Location,Places/36. Location/MVI_3507.MOV,False
Jobs,90. Secretary,Jobs/90. Secretary/MVI_8884.MP4,False
Colours,50. Yellow,Colours/50. Yellow/MVI_3875.MOV,False
Days_and_Time,74. Tomorrow,Days_and_Time/74. Tomorrow/MVI_5475.MOV,False
Greetings,53. Good evening,Greetings/53. Good evening/MVI_9999.MOV,False
Animals,3. Fish,Animals/3. Fish/MVI_3069.MOV,False
Means_of_Transportation,17. Transportation,Means_of_Transportation/17. Transportation/MVI_3137.MOV,False
People,80. Adult,People/80. Adult/MVI_4994.MOV,False
Society,11. War,Society/11. War/MVI_8698.MP4,False
Home,45. Bag,Home/45. Bag/MVI_4432.MOV,False
People,64. Man,People/64. Man/MVI_4949.MOV,False
Clothes,37. Hat,Clothes/37. Hat/MVI_5008.MOV,False
Society,15. Newspaper,Society/15. Newspaper/MVI_4843.MOV,False
Means_of_Transportation,9. Train,Means_of_Transportation/9. Train/MVI_3111.MOV,False
Jobs,91. Priest,Jobs/91. Priest/MVI_8889.MP4,False
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_5527.MOV,False
Electronics,60. Radio,Electronics/60. Radio/MVI_5417.MOV,False
Adjectives,80. tall,Adjectives/80. tall/MVI_5274.MOV,False
Places,20. Street or Road,Places/20. Street or Road/MVI_3519.MOV,False
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9933.MOV,False
Animals,2. Cat,Animals/2. Cat/MVI_4149.MOV,False
Jobs,95. Author,Jobs/95. Author/MVI_4782.MOV,False
Home,42. Paper,Home/42. Paper/MVI_4933.MOV,False
Greetings,49. How are you,Greetings/49. How are you/MVI_0035.MOV,False
People,81. Friend,People/81. Friend/MVI_4997.MOV,False
Places,27. Park,Places/27. Park/MVI_3305.MOV,False
Animals,1. Dog,Animals/1. Dog/MVI_3029.MOV,False
Society,15. Newspaper,Society/15. Newspaper/MVI_4308.MOV,False
Days_and_Time,80. Minute,Days_and_Time/80. Minute/MVI_5500.MOV,False
Home,33. Pencil,Home/33. Pencil/MVI_4383.MOV,False
Places,27. Park,Places/27. Park/MVI_3550.MOV,False
Colours,57. Colour,Colours/57. Colour/MVI_4048.MOV,False
Colours,48. Green,Colours/48. Green/MVI_5042.MOV,False
People,73. King,People/73. King/MVI_4096.MOV,False
People,75. President,People/75. President/MVI_5275.MOV,False
Home,26. Bed,Home/26. Bed/MVI_4352.MOV,False
Home,46. Box,Home/46. Box/MVI_4438.MOV,False
Adjectives,90. cool,Adjectives/90. cool/MVI_5304.MOV,False
Places,33. India,Places/33. India/MVI_3411.MOV,False
Jobs,96. Manager,Jobs/96. Manager/MVI_5364.MOV,False
Jobs,99. Job,Jobs/99. Job/MVI_4521.MOV,False
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_9176.MP4,False
Seasons,64. Fall,Seasons/64. Fall/MVI_4579.MOV,False
Means_of_Transportation,17. Transportation,Means_of_Transportation/17. Transportation/MVI_4195.MOV,False
Electronics,58. Camera,Electronics/58. Camera/MVI_4556.MOV,False
Home,43. Lock,Home/43. Lock/MVI_8830.MP4,False
Colours,53. Orange,Colours/53. Orange/MVI_4214.MOV,False
Adjectives,88. cold,Adjectives/88. cold/MVI_5299.MOV,False
Adjectives,88. cold,Adjectives/88. cold/MVI_5140.MOV,False
Adjectives,98. sick,Adjectives/98. sick/MVI_9364.MOV,False
Electronics,60. Radio,Electronics/60. Radio/MVI_4561.MOV,False
Pronouns,44. it,Pronouns/44. it/MVI_9899.MOV,False
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_5392.MOV,False
Greetings,49. How are you,Greetings/49. How are you/MVI_9986.MOV,False
People,72. Wife,People/72. Wife/MVI_3948.MOV,False
Jobs,95. Author,Jobs/95. Author/MVI_8913.MP4,False
Days_and_Time,83. Afternoon,Days_and_Time/83. Afternoon/MVI_5513.MOV,False
Home,47. Gift,Home/47. Gift/MVI_8848.MP4,False
People,82. Player,People/82. Player/MVI_5000.MOV,False
Society,2. Death,Society/2. Death/MVI_8661.MP4,False
Jobs,87. Doctor,Jobs/87. Doctor/MVI_4755.MOV,False
People,63. Baby,People/63. Baby/MVI_4067.MOV,False
Society,10. Energy,Society/10. Energy/MVI_4828.MOV,False
Home,44. Telephone,Home/44. Telephone/MVI_9072.MP4,False
Seasons,65. Season,Seasons/65. Season/MVI_4582.MOV,False
Home,40. Paint,Home/40. Paint/MVI_8820.MP4,False
Means_of_Transportation,9. Train,Means_of_Transportation/9. Train/MVI_8580.MP4,False
Pronouns,43. she,Pronouns/43. she/MVI_9893.MOV,False
Society,19. Ball,Society/19. Ball/MVI_8985.MP4,False
Clothes,41. Shirt,Clothes/41. Shirt/MVI_4880.MOV,False
Clothes,43. Pant,Clothes/43. Pant/MVI_5174.MOV,False
Adjectives,96. wet,Adjectives/96. wet/MVI_5244.MOV,False
Home,35. Photograph,Home/35. Photograph/MVI_4393.MOV,False
Adjectives,31. strong,Adjectives/31. strong/MVI_9692.MOV,False
Jobs,88. Patient,Jobs/88. Patient/MVI_5327.MOV,False
Places,23. Court,Places/23. Court/MVI_3284.MOV,False
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9968.MOV,False
Days_and_Time,68. Tuesday,Days_and_Time/68. Tuesday/MVI_4598.MOV,False
Adjectives,84. small little,Adjectives/84. small little/MVI_5286.MOV,False
Society,21. Sign,Society/21. Sign/MVI_4332.MOV,False
Jobs,98. Actor,Jobs/98. Actor/MVI_5373.MOV,False
Days_and_Time,68. Tuesday,Days_and_Time/68. Tuesday/MVI_9145.MP4,False
Seasons,61. Summer,Seasons/61. Summer/MVI_5422.MOV,False
People,71. Husband,People/71. Husband/MVI_5112.MOV,False
Colours,52. Pink,Colours/52. Pink/MVI_4912.MOV,False
Seasons,64. Fall,Seasons/64. Fall/MVI_4999.MOV,False
People,83. Crowd,People/83. Crowd/MVI_4128.MOV,False
Seasons,Ex. Monsoon,Seasons/Ex. Monsoon/MVI_4672.MOV,False
Means_of_Transportation,10. Plane,Means_of_Transportation/10. Plane/MVI_4175.MOV,False
Places,22. Restaurant,Places/22. Restaurant/MVI_3527.MOV,False
Home,40. Paint,Home/40. Paint/MVI_4927.MOV,False
Places,21. Train Station,Places/21. Train Station/MVI_3524.MOV,False
Pronouns,42. he,Pronouns/42. he/MVI_9890.MOV,False
Pronouns,40. I,Pronouns/40. I/MVI_0003.MOV,False
People,75. President,People/75. President/MVI_3808.MOV,False
Adjectives,94. good,Adjectives/94. good/MVI_9512.MOV,False
Animals,8. Animal,Animals/8. Animal/MVI_3000.MOV,False
Electronics,56. Laptop,Electronics/56. Laptop/MVI_9106.MP4,False
Days_and_Time,72. Saturday,Days_and_Time/72. Saturday/MVI_5468.MOV,False
Clothes,37. Hat,Clothes/37. Hat/MVI_4867.MOV,False
Home,25. Chair,Home/25. Chair/MVI_8755.MP4,False
Seasons,Ex. Monsoon,Seasons/Ex. Monsoon/MVI_5082.MOV,False
Jobs,95. Author,Jobs/95. Author/MVI_4507.MOV,False
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_9101.MP4,False
Seasons,Ex. Monsoon,Seasons/Ex. Monsoon/MVI_5081.MOV,False
Animals,8. Animal,Animals/8. Animal/MVI_3025.MOV,False
People,79. Child,People/79. Child/MVI_5294.MOV,False
Electronics,60. Radio,Electronics/60. Radio/MVI_9121.MP4,False
Adjectives,11. rich,Adjectives/11. rich/MVI_9598.MOV,False
Adjectives,30. dirty,Adjectives/30. dirty/MVI_9686.MOV,False
People,69. Grandfather,People/69. Grandfather/MVI_5255.MOV,False
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0045.MOV,False
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9970.MOV,False
Colours,49. Blue,Colours/49. Blue/MVI_4905.MOV,False
Places,19. House,Places/19. House/MVI_3513.MOV,False
Colours,55. White,Colours/55. White/MVI_4922.MOV,False
Adjectives,25. soft,Adjectives/25. soft/MVI_9791.MOV,False
People,71. Husband,People/71. Husband/MVI_4963.MOV,False
People,60. Mother,People/60. Mother/MVI_8625.MP4,False
Places,22. Restaurant,Places/22. Restaurant/MVI_3451.MOV,False
Days_and_Time,74. Tomorrow,Days_and_Time/74. Tomorrow/MVI_4622.MOV,False
Days_and_Time,70. Thursday,Days_and_Time/70. Thursday/MVI_5019.MOV,False
Adjectives,91. new,Adjectives/91. new/MVI_5229.MOV,False
Adjectives,1. loud,Adjectives/1. loud/MVI_5177.MOV,False
People,80. Adult,People/80. Adult/MVI_3971.MOV,False
Adjectives,1. loud,Adjectives/1. loud/MVI_9370.MOV,False
Adjectives,79. short,Adjectives/79. short/MVI_5110.MOV,False
Adjectives,91. new,Adjectives/91. new/MVI_9260.MOV,False
Society,11. War,Society/11. War/MVI_4832.MOV,False
Colours,49. Blue,Colours/49. Blue/MVI_8614.MP4,False
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3387.MOV,False
Electronics,52. Lamp,Electronics/52. Lamp/MVI_4962.MOV,False
Electronics,58. Camera,Electronics/58. Camera/MVI_4981.MOV,False
Seasons,62. Spring,Seasons/62. Spring/MVI_5428.MOV,False
Society,8. Race (ethnicity),Society/8. Race (ethnicity)/MVI_8686.MP4,False
Home,28. Window,Home/28. Window/MVI_4882.MOV,False
Adjectives,79. short,Adjectives/79. short/MVI_9462.MOV,False
People,70. Grandmother,People/70. Grandmother/MVI_5109.MOV,False
Animals,1. Dog,Animals/1. Dog/MVI_3061.MOV,False
Society,3. Medicine,Society/3. Medicine/MVI_8935.MP4,False
Home,34. Pen,Home/34. Pen/MVI_4906.MOV,False
Days_and_Time,76. Week,Days_and_Time/76. Week/MVI_4629.MOV,False
Home,30. Bedroom,Home/30. Bedroom/MVI_4887.MOV,False
People,74. Queen,People/74. Queen/MVI_4973.MOV,False
Means_of_Transportation,13. Bicycle,Means_of_Transportation/13. Bicycle/MVI_3152.MOV,False
People,72. Wife,People/72. Wife/MVI_4094.MOV,False
Adjectives,22. loose,Adjectives/22. loose/MVI_9776.MOV,False
Days_and_Time,85. Night,Days_and_Time/85. Night/MVI_4664.MOV,False
People,78. Girl,People/78. Girl/MVI_5135.MOV,False
Means_of_Transportation,14. Bus,Means_of_Transportation/14. Bus/MVI_4187.MOV,False
Adjectives,96. wet,Adjectives/96. wet/MVI_5166.MOV,False
People,69. Grandfather,People/69. Grandfather/MVI_5252.MOV,False
Electronics,51. Clock,Electronics/51. Clock/MVI_4525.MOV,False
Colours,47. Red,Colours/47. Red/MVI_3866.MOV,False
Home,29. Door,Home/29. Door/MVI_4884.MOV,False
Society,23. God,Society/23. God/MVI_8747.MP4,False
Colours,48. Green,Colours/48. Green/MVI_4900.MOV,False
Adjectives,26. hard,Adjectives/26. hard/MVI_9795.MOV,False
Home,27. Dream,Home/27. Dream/MVI_4357.MOV,False
Clothes,46. Clothing,Clothes/46. Clothing/MVI_4894.MOV,False
Means_of_Transportation,10. Plane,Means_of_Transportation/10. Plane/MVI_3173.MOV,False
Adjectives,83. big large,Adjectives/83. big large/MVI_5124.MOV,False
Days_and_Time,76. Week,Days_and_Time/76. Week/MVI_5042.MOV,False
Society,22. Science,Society/22. Science/MVI_4337.MOV,False
Adjectives,90. cool,Adjectives/90. cool/MVI_5306.MOV,False
Society,20. Price,Society/20. Price/MVI_4329.MOV,False
Electronics,55. Computer,Electronics/55. Computer/MVI_9105.MP4,False
Home,39. Key,Home/39. Key/MVI_8815.MP4,False
People,63. Baby,People/63. Baby/MVI_5236.MOV,False
Colours,52. Pink,Colours/52. Pink/MVI_5201.MOV,False
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_4967.MOV,False
Animals,6. Mouse,Animals/6. Mouse/MVI_3019.MOV,False
Animals,3. Fish,Animals/3. Fish/MVI_8565.MP4,False
Adjectives,94. good,Adjectives/94. good/MVI_9269.MOV,False
Places,36. Location,Places/36. Location/MVI_3427.MOV,False
Home,50. Tool,Home/50. Tool/MVI_4956.MOV,False
Adjectives,79. short,Adjectives/79. short/MVI_5191.MOV,False
Places,26. University,Places/26. University/MVI_3545.MOV,False
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3254.MOV,False
Colours,57. Colour,Colours/57. Colour/MVI_3899.MOV,False
Days_and_Time,81. Second,Days_and_Time/81. Second/MVI_9216.MP4,False
Days_and_Time,84. Evening,Days_and_Time/84. Evening/MVI_5515.MOV,False
Society,14. Election,Society/14. Election/MVI_4841.MOV,False
Colours,53. Orange,Colours/53. Orange/MVI_4916.MOV,False
Home,45. Bag,Home/45. Bag/MVI_8838.MP4,False
Society,19. Ball,Society/19. Ball/MVI_4855.MOV,False
Colours,56. Grey,Colours/56. Grey/MVI_4924.MOV,False
People,68. Family,People/68. Family/MVI_5103.MOV,False
Places,27. Park,Places/27. Park/MVI_3304.MOV,False
Places,21. Train Station,Places/27. Park/MVI_3304.MOV,False
Means_of_Transportation,17. Transportation,Means_of_Transportation/17. Transportation/MVI_3227.MOV,False
Colours,56. Grey,Colours/56. Grey/MVI_4927.MOV,False
Greetings,54. Good night,Greetings/54. Good night/MVI_9982.MOV,False
Adjectives,96. wet,Adjectives/96. wet/MVI_9274.MOV,False
Jobs,99. Job,Jobs/99. Job/MVI_5378.MOV,False
People,82. Player,People/82. Player/MVI_5150.MOV,False
Home,25. Chair,Home/25. Chair/MVI_4874.MOV,False
Clothes,46. Clothing,Clothes/46. Clothing/MVI_5035.MOV,False
Seasons,62. Spring,Seasons/62. Spring/MVI_5427.MOV,False
Pronouns,43. she,Pronouns/43. she/MVI_9932.MOV,False
Greetings,52. Good afternoon,Greetings/52. Good afternoon/MVI_0046.MOV,False
Home,47. Gift,Home/47. Gift/MVI_4443.MOV,False
Means_of_Transportation,12. Truck,Means_of_Transportation/12. Truck/MVI_3119.MOV,False
Places,25. Office,Places/25. Office/MVI_3618.MOV,False
Days_and_Time,69. Wednesday,Days_and_Time/69. Wednesday/MVI_9148.MP4,False
People,81. Friend,People/81. Friend/MVI_5299.MOV,False
Adjectives,4. sad,Adjectives/4. sad/MVI_9566.MOV,False
Adjectives,81. wide,Adjectives/81. wide/MVI_5277.MOV,False
Days_and_Time,67. Monday,Days_and_Time/67. Monday/MVI_4592.MOV,False
Places,21. Train Station,Places/21. Train Station/MVI_3522.MOV,False
Adjectives,25. soft,Adjectives/25. soft/MVI_9663.MOV,False
Adjectives,15. expensive,Adjectives/15. expensive/MVI_9747.MOV,False
Jobs,88. Patient,Jobs/88. Patient/MVI_5328.MOV,False
Jobs,84. Teacher,Jobs/84. Teacher/MVI_4458.MOV,False
Clothes,41. Shirt,Clothes/41. Shirt/MVI_4877.MOV,False
Colours,51. Brown,Colours/51. Brown/MVI_5196.MOV,False
Home,39. Key,Home/39. Key/MVI_8813.MP4,False
Colours,53. Orange,Colours/53. Orange/MVI_3886.MOV,False
Electronics,57. Screen,Electronics/57. Screen/MVI_5404.MOV,False
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5260.MOV,False
People,59. Daughter,People/59. Daughter/MVI_5222.MOV,False
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3162.MOV,False
Jobs,86. Lawyer,Jobs/86. Lawyer/MVI_5321.MOV,False
Home,27. Dream,Home/27. Dream/MVI_8764.MP4,False
People,59. Daughter,People/59. Daughter/MVI_3905.MOV,False
Adjectives,86. fast,Adjectives/86. fast/MVI_9245.MOV,False
Jobs,93. Soldier,Jobs/93. Soldier/MVI_8893.MP4,False
Colours,51. Brown,Colours/51. Brown/MVI_4910.MOV,False
Home,26. Bed,Home/26. Bed/MVI_9009.MP4,False
Colours,52. Pink,Colours/52. Pink/MVI_4213.MOV,False
Adjectives,99. healthy,Adjectives/99. healthy/MVI_5332.MOV,False
Means_of_Transportation,17. Transportation,Means_of_Transportation/17. Transportation/MVI_3229.MOV,False
Clothes,43. Pant,Clothes/43. Pant/MVI_5025.MOV,False
Home,47. Gift,Home/47. Gift/MVI_8847.MP4,False
Adjectives,85. slow,Adjectives/85. slow/MVI_9481.MOV,False
Clothes,43. Pant,Clothes/43. Pant/MVI_5026.MOV,False
Home,27. Dream,Home/27. Dream/MVI_4359.MOV,False
People,75. President,People/75. President/MVI_3957.MOV,False
Days_and_Time,81. Second,Days_and_Time/81. Second/MVI_9208.MP4,False
People,71. Husband,People/71. Husband/MVI_3797.MOV,False
Society,12. Peace,Society/12. Peace/MVI_4297.MOV,False
Home,41. Letter,Home/41. Letter/MVI_4929.MOV,False
Colours,47. Red,Colours/47. Red/MVI_3868.MOV,False
Adjectives,29. clean,Adjectives/29. clean/MVI_9682.MOV,False
